Ticker,$VolumePctl,SharpePctl,$VolxSharpe,Parkinson,ParkinsonPctl
ETON,0.489,0.919,0.449,0.56,0.12
SEE,0.859,0.523,0.449,0.33,0.77
CAKE,0.791,0.568,0.449,0.38,0.7
BNL,0.64,0.701,0.449,0.22,0.52
BBW,0.609,0.738,0.449,0.42,0.14
INDB,0.687,0.654,0.449,0.33,0.5
RCI,0.704,0.638,0.449,0.21,0.32
FBNC,0.597,0.752,0.449,0.32,0.41
SLI,0.628,0.714,0.448,1.02,0.93
LIVN,0.743,0.603,0.448,0.29,0.13
ASB,0.723,0.618,0.447,0.3,0.57
URGN,0.63,0.709,0.447,0.68,0.52
MASI,0.9,0.496,0.446,0.35,0.5
INDI,0.671,0.665,0.446,0.78,0.25
UFCS,0.485,0.917,0.445,0.25,0.09
PAG,0.76,0.586,0.445,0.27,0.7
OZK,0.77,0.578,0.445,0.28,0.42
TKR,0.733,0.607,0.445,0.3,0.7
TNGX,0.651,0.683,0.445,0.95,0.34
NIC,0.603,0.737,0.444,0.42,0.93
SBRA,0.786,0.565,0.444,0.29,0.78
COCO,0.695,0.639,0.444,0.57,0.9
AGYS,0.692,0.641,0.444,0.48,0.78
CAE,0.498,0.892,0.444,0.24,0.27
AHL,0.568,0.781,0.444,0.04,0.01
TCOM,0.814,0.545,0.444,0.2,0.0
TGS,0.636,0.696,0.443,0.71,0.82
ECO,0.553,0.801,0.443,0.32,0.35
STRK,0.65,0.681,0.443,0.29,0.43
FLG,0.778,0.569,0.443,0.37,0.38
III,0.46,0.964,0.443,0.52,0.96
UROY,0.604,0.733,0.443,0.93,0.98
DXYZ,0.577,0.768,0.443,0.73,0.31
SLF,0.625,0.708,0.442,0.14,0.12
ASPI,0.756,0.585,0.442,1.18,0.51
TR,0.518,0.852,0.441,0.45,1.0
AMGN,0.981,0.45,0.441,0.24,0.34
JXN,0.797,0.553,0.441,0.34,0.52
TCBI,0.706,0.624,0.441,0.37,0.68
EMA,0.456,0.965,0.44,0.13,0.63
PLYM,0.684,0.643,0.44,0.12,0.0
CLPT,0.661,0.665,0.44,1.11,0.99
DNP,0.498,0.884,0.44,0.1,0.32
RNW,0.524,0.837,0.439,0.18,0.01
HAL,0.915,0.48,0.439,0.36,0.51
KALU,0.618,0.71,0.439,0.47,0.87
MWA,0.643,0.682,0.439,0.25,0.28
ADNT,0.633,0.693,0.439,0.35,0.05
NSSC,0.664,0.661,0.439,0.52,0.93
ELVR,0.483,0.908,0.439,0.77,0.33
AX,0.633,0.694,0.439,0.31,0.51
VSCO,0.762,0.576,0.439,0.54,0.22
METU,0.923,0.476,0.439,0.57,0.62
MOS,0.902,0.486,0.438,0.33,0.35
CPRI,0.838,0.521,0.437,0.48,0.48
VPG,0.529,0.825,0.436,0.59,0.82
LWLG,0.635,0.687,0.436,1.22,0.7
DAKT,0.547,0.797,0.436,0.4,0.36
CDRE,0.616,0.708,0.436,0.36,0.36
PTRN,0.544,0.802,0.436,0.81,0.42
DNOW,0.628,0.695,0.436,0.31,0.16
WOR,0.518,0.841,0.436,0.25,0.23
LX,0.681,0.64,0.436,0.91,0.87
NVA,0.505,0.861,0.435,1.97,0.97
UNP,0.962,0.452,0.435,0.2,0.46
FDP,0.602,0.722,0.435,0.31,0.84
ADC,0.774,0.561,0.434,0.19,0.43
QQQE,0.572,0.759,0.434,0.12,0.43
MPAA,0.447,0.97,0.434,0.52,0.05
CLF,0.927,0.468,0.434,0.66,0.6
APA,0.861,0.504,0.434,0.39,0.24
ALLT,0.472,0.917,0.433,0.54,0.07
TSCO,0.908,0.477,0.433,0.29,0.66
QQQU,0.511,0.847,0.433,0.33,0.3
SYY,0.9,0.48,0.432,0.2,0.41
CACC,0.852,0.507,0.432,0.52,0.94
SKT,0.733,0.589,0.432,0.26,0.64
RRR,0.714,0.605,0.432,0.36,0.78
PAGS,0.665,0.65,0.432,0.38,0.05
HTFL,0.551,0.784,0.432,0.79,0.07
WINA,0.679,0.635,0.431,0.52,0.97
EGP,0.709,0.608,0.431,0.23,0.58
PSNL,0.611,0.706,0.431,0.92,0.51
BULL,0.91,0.473,0.43,0.58,0.44
MYE,0.498,0.863,0.43,0.4,0.57
IVR,0.592,0.726,0.43,0.27,0.7
FLNG,0.559,0.769,0.43,0.24,0.11
WAT,0.95,0.452,0.429,0.37,0.77
NUV,0.523,0.82,0.429,0.08,0.46
AIP,0.55,0.78,0.429,0.75,0.66
PLOW,0.49,0.874,0.428,0.28,0.71
ANAB,0.549,0.779,0.428,0.58,0.06
RGEN,0.821,0.52,0.427,0.51,0.65
CMPX,0.511,0.834,0.426,0.78,0.23
ACT,0.557,0.765,0.426,0.23,0.7
ELVA,0.451,0.945,0.426,0.84,0.74
DOCU,0.856,0.498,0.426,0.38,0.48
ARES,0.913,0.465,0.425,0.38,0.74
SBCF,0.606,0.699,0.424,0.33,0.48
JBHT,0.946,0.448,0.424,0.33,0.74
MRX,0.644,0.658,0.424,0.37,0.13
MAMK,0.479,0.886,0.424,3.72,0.94
NXPI,0.963,0.44,0.424,0.38,0.66
EWBC,0.735,0.577,0.424,0.31,0.72
GOSS,0.476,0.889,0.423,0.76,0.11
REKR,0.557,0.76,0.423,1.06,0.5
QSI,0.596,0.709,0.423,1.11,0.5
OTTR,0.737,0.572,0.422,0.3,0.8
STEP,0.736,0.573,0.422,0.39,0.58
CRL,0.9,0.469,0.422,0.39,0.52
DOMO,0.54,0.781,0.422,0.54,0.29
VUZI,0.504,0.836,0.421,0.8,0.2
USAU,0.46,0.915,0.421,0.58,0.11
PVBC,0.505,0.832,0.42,0.16,0.22
BL,0.801,0.524,0.42,0.4,0.89
CRMD,0.718,0.583,0.419,0.64,0.46
DNA,0.625,0.67,0.419,0.84,0.08
RNR,0.862,0.486,0.419,0.29,0.84
TATT,0.455,0.921,0.419,0.61,0.3
OMDA,0.63,0.663,0.418,0.61,0.27
ALB,0.944,0.443,0.418,0.56,0.69
TRMK,0.629,0.664,0.418,0.27,0.36
VOYA,0.8,0.523,0.418,0.23,0.34
DPZ,0.917,0.456,0.418,0.24,0.17
CXW,0.54,0.774,0.418,0.34,0.29
IBN,0.851,0.49,0.417,0.12,0.54
STNG,0.678,0.615,0.417,0.37,0.33
HGV,0.698,0.597,0.417,0.36,0.67
EAT,0.884,0.472,0.417,0.46,0.7
LCTX,0.502,0.83,0.417,0.81,0.19
BRSL,0.767,0.544,0.417,0.33,0.67
BCO,0.748,0.558,0.417,0.26,0.5
ZBH,0.943,0.441,0.416,0.27,0.77
BWMN,0.433,0.96,0.416,0.39,0.25
JOE,0.587,0.708,0.416,0.39,0.94
FIBK,0.662,0.628,0.416,0.32,0.77
GEOS,0.508,0.819,0.416,0.91,0.74
FET,0.47,0.882,0.415,0.64,0.89
NOV,0.808,0.513,0.415,0.38,0.7
MCB,0.564,0.735,0.415,0.39,0.48
RDVT,0.448,0.923,0.414,0.41,0.32
BRBS,0.437,0.948,0.414,0.35,0.5
OSCR,0.865,0.479,0.414,0.69,0.2
CIGI,0.707,0.585,0.414,0.26,0.4
NWPX,0.554,0.748,0.414,0.49,0.96
GAB,0.457,0.904,0.413,0.14,0.51
STRT,0.478,0.863,0.413,0.62,0.59
IMNM,0.669,0.617,0.413,0.89,0.82
NNI,0.573,0.721,0.413,0.25,0.65
COLB,0.817,0.505,0.413,0.4,0.88
VWAV,0.462,0.895,0.413,1.5,0.51
TSAT,0.467,0.884,0.413,0.71,0.18
HI,0.68,0.608,0.413,0.14,0.0
ASMB,0.471,0.875,0.412,0.67,0.49
SIG,0.71,0.58,0.412,0.35,0.14
NVFY,0.442,0.931,0.412,0.53,0.0
CARG,0.694,0.594,0.412,0.32,0.44
ORIC,0.645,0.639,0.412,0.67,0.22
MLCO,0.593,0.694,0.412,0.45,0.61
CVAC,0.478,0.861,0.412,0.08,0.06
ESPR,0.621,0.664,0.412,0.75,0.11
CMCL,0.464,0.887,0.412,0.67,0.87
BSY,0.813,0.505,0.411,0.26,0.54
NOW,0.992,0.413,0.41,0.37,0.86
CPK,0.551,0.745,0.41,0.25,0.69
SNY,0.877,0.467,0.41,0.18,0.72
GRDN,0.503,0.815,0.41,0.45,0.12
RGC,0.435,0.942,0.41,0.95,0.32
ALMU,0.448,0.915,0.41,0.95,0.22
IE,0.672,0.61,0.41,0.81,0.84
HDSN,0.483,0.847,0.409,0.4,0.56
CGNX,0.778,0.526,0.409,0.47,0.91
BH,0.419,0.976,0.409,0.36,0.11
WTRG,0.824,0.496,0.409,0.25,0.76
ZION,0.758,0.539,0.409,0.34,0.72
CMC,0.732,0.557,0.408,0.36,0.67
HST,0.896,0.455,0.408,0.25,0.35
GME,0.845,0.483,0.408,0.34,0.14
CRF,0.537,0.759,0.408,0.12,0.2
HSY,0.92,0.442,0.407,0.32,0.76
BLBD,0.602,0.676,0.407,0.4,0.4
SOBO,0.588,0.693,0.407,0.21,0.11
XNET,0.429,0.948,0.407,0.63,0.22
G,0.793,0.513,0.407,0.21,0.11
ATEN,0.548,0.74,0.406,0.29,0.48
PRO,0.7,0.58,0.406,0.05,0.0
CII,0.424,0.956,0.405,0.14,0.67
AWK,0.934,0.434,0.405,0.28,0.83
CWCO,0.443,0.913,0.404,0.29,0.46
EMD,0.433,0.934,0.404,0.14,0.73
FDX,0.945,0.426,0.403,0.26,0.44
AIRS,0.631,0.639,0.403,0.98,0.42
WWR,0.525,0.768,0.403,1.74,0.94
BKTI,0.434,0.923,0.401,0.52,0.01
AQST,0.61,0.657,0.401,0.68,0.22
GFF,0.598,0.67,0.401,0.28,0.29
COUR,0.663,0.605,0.401,0.44,0.38
FNGG,0.467,0.856,0.4,0.27,0.2
MIND,0.429,0.93,0.399,0.9,0.61
SUI,0.777,0.513,0.399,0.26,0.59
BTCS,0.535,0.745,0.399,0.8,0.05
NNN,0.827,0.482,0.399,0.21,0.62
REG,0.844,0.473,0.399,0.25,0.86
ENGS,0.497,0.8,0.398,0.96,0.09
URAA,0.486,0.819,0.398,1.01,0.94
ESI,0.805,0.494,0.398,0.34,0.8
AMRC,0.759,0.525,0.398,0.69,0.41
MOB,0.434,0.916,0.398,1.5,0.69
CIG,0.516,0.769,0.397,0.26,0.3
MTB,0.869,0.457,0.397,0.23,0.58
RANI,0.776,0.511,0.397,2.52,1.0
SPNS,0.604,0.656,0.396,0.02,0.02
MCTA,0.396,1.0,0.396,3.01,0.09
CFR,0.778,0.509,0.396,0.28,0.71
KE,0.473,0.838,0.396,0.39,0.57
ZYME,0.566,0.699,0.396,0.47,0.14
HE,0.622,0.636,0.396,0.28,0.21
VRRM,0.779,0.508,0.396,0.36,0.78
ANGO,0.467,0.848,0.396,0.4,0.11
NMP,0.399,0.993,0.396,0.01,0.33
IBOC,0.606,0.653,0.396,0.26,0.42
NP,0.593,0.666,0.395,0.73,0.04
AD,0.53,0.746,0.395,0.29,0.35
WRBY,0.692,0.571,0.395,0.44,0.24
ITRN,0.436,0.905,0.395,0.27,0.18
WST,0.913,0.433,0.395,0.36,0.67
SLB,0.962,0.41,0.394,0.31,0.44
ZVRA,0.634,0.622,0.394,0.61,0.71
WLAC,0.458,0.861,0.394,0.64,0.94
ZBIO,0.596,0.661,0.394,1.2,0.63
ICL,0.422,0.931,0.393,0.2,0.26
ACGL,0.907,0.433,0.393,0.24,0.74
ACLS,0.85,0.462,0.393,0.49,0.64
DLR,0.888,0.443,0.393,0.28,0.69
CMP,0.533,0.738,0.393,0.51,0.32
HOLX,0.928,0.424,0.393,0.13,0.0
VNT,0.779,0.504,0.393,0.35,0.87
ROOT,0.68,0.578,0.393,0.58,0.09
NBP,0.438,0.897,0.393,1.21,0.66
DVLT,0.769,0.51,0.392,2.5,0.91
ARRY,0.751,0.522,0.392,0.79,0.22
TACH,0.402,0.976,0.392,0.02,0.75
HOVR,0.417,0.941,0.392,1.36,0.4
PFE,0.997,0.392,0.391,0.22,0.47
GXO,0.825,0.473,0.39,0.36,0.71
NMR,0.471,0.827,0.39,0.14,0.1
LINC,0.506,0.771,0.39,0.48,0.52
FAF,0.691,0.565,0.39,0.28,0.76
NAT,0.519,0.751,0.39,0.31,0.12
BACQ,0.545,0.713,0.389,0.47,0.97
KMTS,0.549,0.708,0.389,0.71,0.18
BEAM,0.798,0.487,0.389,0.81,0.63
BCAL,0.492,0.788,0.388,0.43,0.81
LDI,0.573,0.678,0.388,0.88,0.59
DUOL,0.94,0.413,0.388,0.61,0.56
DENN,0.883,0.439,0.388,0.63,0.61
WK,0.758,0.51,0.387,0.35,0.36
IHS,0.406,0.952,0.387,0.37,0.09
DXCM,0.97,0.398,0.386,0.42,0.79
SRFM,0.551,0.7,0.386,0.86,0.07
LMB,0.616,0.627,0.386,0.57,0.43
ADAM,0.454,0.85,0.386,0.28,0.35
VEON,0.487,0.793,0.386,0.48,0.3
H,0.855,0.451,0.386,0.31,0.68
BBNX,0.616,0.627,0.386,0.89,0.52
GO,0.776,0.497,0.386,0.47,0.35
OCUL,0.717,0.537,0.385,0.55,0.28
TAL,0.744,0.517,0.385,0.54,0.73
SCI,0.777,0.495,0.385,0.27,0.84
ODC,0.421,0.914,0.385,0.33,0.51
AMRZ,0.876,0.439,0.385,0.27,0.61
EVEX,0.528,0.73,0.385,0.68,0.14
TRST,0.495,0.778,0.385,0.32,0.59
VCYT,0.739,0.519,0.384,0.42,0.08
NUS,0.456,0.843,0.384,0.36,0.0
JBI,0.491,0.782,0.384,0.31,0.07
VLTO,0.868,0.441,0.383,0.22,0.62
SN,0.894,0.428,0.383,0.43,0.58
CSGP,0.928,0.413,0.383,0.37,0.85
SION,0.525,0.729,0.383,0.99,0.22
HTGC,0.659,0.581,0.383,0.2,0.48
HAYW,0.75,0.509,0.382,0.32,0.74
GIW,0.383,0.997,0.382,0.02,0.14
TFSL,0.52,0.734,0.382,0.27,0.84
NBXG,0.425,0.899,0.382,0.15,0.37
APO,0.977,0.391,0.382,0.31,0.42
RACE,0.961,0.397,0.382,0.23,0.79
VGZ,0.411,0.928,0.381,0.75,0.64
TXT,0.851,0.448,0.381,0.25,0.74
AES,0.867,0.44,0.381,0.32,0.09
DC,0.439,0.868,0.381,0.6,0.78
WCN,0.958,0.397,0.38,0.21,0.86
MRAM,0.43,0.883,0.38,0.64,0.91
SSYS,0.555,0.685,0.38,0.6,0.77
FRGE,0.565,0.673,0.38,0.99,0.58
WSFS,0.641,0.593,0.38,0.32,0.42
HMC,0.668,0.567,0.379,0.1,0.05
FWRG,0.731,0.519,0.379,0.53,0.56
IPGP,0.698,0.543,0.379,0.46,0.78
ACI,0.834,0.454,0.379,0.28,0.74
BBUC,0.444,0.854,0.379,0.37,0.53
FLNC,0.832,0.456,0.379,1.23,0.92
PCAR,0.923,0.409,0.378,0.27,0.68
SDGR,0.636,0.595,0.378,0.58,0.34
BNTX,0.815,0.464,0.378,0.36,0.3
CNQ,0.868,0.436,0.378,0.2,0.04
MAX,0.603,0.627,0.378,0.54,0.56
MKLY,0.379,0.998,0.378,0.02,0.04
IDYA,0.7,0.54,0.378,0.57,0.56
TMUS,0.98,0.386,0.378,0.28,0.87
PTON,0.808,0.466,0.377,0.55,0.03
ODV,0.457,0.824,0.377,0.69,0.64
DMAA,0.383,0.985,0.377,0.02,0.12
EQIX,0.935,0.403,0.377,0.28,0.8
GNLX,0.429,0.877,0.376,1.11,0.59
PR,0.846,0.445,0.376,0.31,0.17
FBK,0.576,0.653,0.376,0.3,0.64
CWEB,0.593,0.634,0.376,0.35,0.5
FSCO,0.586,0.641,0.376,0.28,0.86
AUR,0.844,0.446,0.376,0.62,0.4
SBH,0.631,0.596,0.376,0.46,0.55
GCT,0.613,0.613,0.376,0.51,0.12
VTRS,0.835,0.449,0.375,0.25,0.06
MBOT,0.484,0.775,0.375,0.81,0.31
OMEX,0.472,0.794,0.375,1.31,0.41
INFU,0.472,0.795,0.375,0.63,0.82
DEC,0.538,0.697,0.375,0.31,0.29
PHIN,0.553,0.679,0.375,0.29,0.24
GLDD,0.61,0.615,0.375,0.42,0.72
BWLP,0.581,0.644,0.374,0.29,0.43
FBP,0.642,0.583,0.374,0.31,0.81
TU,0.787,0.475,0.374,0.15,0.2
FCNCA,0.836,0.447,0.374,0.32,0.67
CWK,0.682,0.547,0.373,0.38,0.59
NRGV,0.575,0.649,0.373,1.2,0.32
IIIV,0.477,0.782,0.373,0.4,0.54
ERO,0.651,0.573,0.373,0.52,0.79
RLAY,0.62,0.602,0.373,0.72,0.35
ODD,0.715,0.522,0.373,0.52,0.42
ANDE,0.605,0.615,0.372,0.35,0.53
UMBF,0.78,0.477,0.372,0.33,0.64
VTOL,0.522,0.712,0.372,0.37,0.75
CEPF,0.373,0.996,0.372,0.09,0.7
NJR,0.656,0.567,0.372,0.19,0.44
CET,0.445,0.835,0.372,0.18,0.78
JBGS,0.54,0.688,0.372,0.35,0.5
ITW,0.935,0.397,0.371,0.21,0.74
NUVL,0.734,0.505,0.371,0.6,0.9
VMEO,0.623,0.596,0.371,0.05,0.01
OUT,0.656,0.566,0.371,0.33,0.66
LYTS,0.465,0.797,0.371,0.38,0.61
AVPT,0.605,0.613,0.371,0.31,0.08
KYIV,0.467,0.795,0.371,0.62,0.76
USPH,0.604,0.615,0.371,0.45,0.88
RLMD,0.78,0.476,0.371,1.31,0.51
ACLX,0.708,0.524,0.371,0.53,0.42
CSV,0.493,0.751,0.37,0.28,0.56
MRC,0.6,0.616,0.37,0.31,0.23
CTRN,0.423,0.875,0.37,0.51,0.33
BDC,0.724,0.511,0.37,0.36,0.86
ONEG,0.416,0.89,0.37,0.87,0.09
TAOX,0.468,0.79,0.37,1.59,0.72
SPUU,0.47,0.788,0.37,0.17,0.37
MCHB,0.476,0.776,0.369,0.41,0.26
RIG,0.869,0.425,0.369,0.59,0.62
ABNB,0.971,0.38,0.369,0.26,0.26
NWS,0.767,0.481,0.369,0.26,0.81
BCRX,0.775,0.476,0.369,0.47,0.44
DOOO,0.519,0.71,0.368,0.28,0.01
ESEA,0.393,0.936,0.368,0.52,0.92
ITIC,0.506,0.728,0.368,0.3,0.56
ITRI,0.908,0.405,0.368,0.62,0.99
ADUR,0.392,0.939,0.368,0.8,0.51
ATXS,0.665,0.553,0.368,0.33,0.0
TILE,0.613,0.6,0.368,0.44,0.89
ASAN,0.707,0.521,0.368,0.47,0.42
ARMK,0.728,0.506,0.368,0.23,0.26
OBDC,0.756,0.485,0.367,0.24,0.84
FMX,0.697,0.526,0.367,0.3,0.82
HAFC,0.5,0.734,0.367,0.34,0.44
NGVT,0.536,0.684,0.367,0.31,0.05
SMP,0.515,0.711,0.366,0.39,0.85
PACH,0.369,0.993,0.366,0.02,0.89
WRLD,0.569,0.644,0.366,0.57,0.95
CNH,0.848,0.432,0.366,0.29,0.3
CERT,0.6,0.61,0.366,0.49,0.25
VECO,0.715,0.512,0.366,0.44,0.72
FIGS,0.589,0.622,0.366,0.43,0.08
BOSC,0.375,0.977,0.366,0.58,0.58
LFUS,0.741,0.492,0.365,0.36,0.82
ST,0.718,0.509,0.365,0.38,0.72
NNNN,0.419,0.871,0.365,1.94,0.97
EM,0.38,0.96,0.365,0.3,0.44
BFLY,0.666,0.546,0.364,1.03,0.64
SATL,0.504,0.723,0.364,1.01,0.46
PHR,0.531,0.685,0.364,0.4,0.08
WEBL,0.509,0.716,0.364,0.47,0.48
OCGN,0.491,0.74,0.363,0.74,0.21
DAC,0.525,0.692,0.363,0.2,0.03
CFLT,0.861,0.422,0.363,0.47,0.42
BBY,0.892,0.407,0.363,0.3,0.26
LABU,0.818,0.444,0.363,0.72,0.44
NATH,0.453,0.801,0.363,0.29,0.27
OMER,0.569,0.637,0.362,0.78,0.28
TPG,0.879,0.412,0.362,0.41,0.7
RZLV,0.746,0.485,0.362,0.93,0.13
REXR,0.729,0.496,0.362,0.22,0.08
TRTX,0.489,0.741,0.362,0.27,0.8
SNWV,0.481,0.751,0.361,0.73,0.18
SAH,0.607,0.594,0.361,0.42,0.76
LPG,0.563,0.641,0.361,0.32,0.21
SANA,0.622,0.579,0.36,1.08,0.34
KSS,0.754,0.478,0.36,0.54,0.3
CTRI,0.683,0.527,0.36,0.39,0.12
SARO,0.8,0.45,0.36,0.35,0.42
VCTR,0.642,0.56,0.36,0.26,0.08
BW,0.534,0.672,0.359,1.15,0.49
MXL,0.646,0.555,0.359,0.66,0.46
HOMB,0.669,0.536,0.359,0.25,0.63
SRRK,0.716,0.502,0.359,0.65,0.37
MC,0.795,0.451,0.359,0.38,0.75
CATY,0.672,0.534,0.359,0.3,0.72
PI,0.812,0.441,0.358,0.75,0.92
ARW,0.84,0.426,0.358,0.35,0.92
HIFS,0.588,0.608,0.358,0.61,0.94
MCRI,0.506,0.708,0.358,0.31,0.82
NUKK,0.54,0.663,0.358,1.75,0.62
WM,0.956,0.375,0.358,0.22,0.86
BBSI,0.535,0.667,0.357,0.25,0.41
DGII,0.503,0.71,0.357,0.34,0.27
RAPT,0.562,0.633,0.356,1.0,0.2
HCC,0.744,0.478,0.356,0.5,0.66
TROW,0.882,0.404,0.356,0.25,0.72
BLZE,0.516,0.688,0.355,0.57,0.45
UWMC,0.756,0.469,0.355,0.44,0.18
ICE,0.951,0.373,0.355,0.23,0.84
HGLB,0.364,0.976,0.355,0.27,0.85
FCX,0.958,0.37,0.354,0.37,0.64
RS,0.779,0.454,0.354,0.29,0.82
MITT,0.447,0.793,0.354,0.29,0.65
ORBS,0.581,0.609,0.354,1.54,0.81
TEI,0.368,0.963,0.354,0.15,0.31
ADEA,0.676,0.524,0.354,0.64,0.97
LBTYA,0.661,0.535,0.354,0.43,0.94
MSGE,0.605,0.585,0.354,0.31,0.35
HTBK,0.493,0.717,0.353,0.31,0.65
ZGN,0.453,0.78,0.353,0.37,0.35
LXEO,0.668,0.529,0.353,0.9,0.24
LENZ,0.705,0.501,0.353,0.79,0.58
GNL,0.531,0.665,0.353,0.22,0.16
AISP,0.468,0.754,0.353,0.84,0.26
DNTH,0.576,0.613,0.353,0.6,0.03
FTV,0.858,0.41,0.352,0.31,0.89
STM,0.837,0.42,0.352,0.28,0.65
DOV,0.855,0.412,0.352,0.24,0.71
UCB,0.589,0.598,0.352,0.29,0.62
GGG,0.749,0.47,0.352,0.22,0.75
DT,0.916,0.384,0.352,0.31,0.56
IIM,0.419,0.837,0.351,0.11,0.73
DERM,0.422,0.831,0.351,0.68,0.35
CAN,0.766,0.458,0.351,1.53,0.81
OSBC,0.533,0.659,0.351,0.34,0.71
ENTG,0.904,0.388,0.351,0.52,0.81
DGICA,0.404,0.868,0.351,0.27,0.34
SYNA,0.702,0.498,0.35,0.38,0.3
FHB,0.679,0.516,0.35,0.27,0.58
FLR,0.899,0.389,0.35,0.46,0.66
TWN,0.366,0.955,0.35,0.34,0.84
FSLY,0.65,0.538,0.35,0.46,0.19
LWAC,0.372,0.942,0.35,0.02,0.51
XRPN,0.43,0.814,0.35,0.08,0.8
TYG,0.423,0.825,0.349,0.16,0.21
ESTA,0.654,0.533,0.349,0.64,0.35
SSD,0.759,0.46,0.349,0.28,0.66
TEX,0.809,0.431,0.349,0.59,0.94
CNX,0.735,0.475,0.349,0.37,0.59
MAC,0.726,0.481,0.349,0.33,0.48
ABTC,0.548,0.636,0.349,1.02,0.08
SNPS,0.992,0.352,0.349,0.41,0.74
TRGP,0.929,0.376,0.349,0.31,0.44
SHCO,0.424,0.82,0.348,0.03,0.0
OSS,0.42,0.828,0.348,0.71,0.04
SWKS,0.944,0.369,0.348,0.49,0.9
NRIM,0.415,0.838,0.348,0.35,0.47
LAMR,0.796,0.437,0.348,0.22,0.38
SPAI,0.445,0.783,0.348,1.23,0.24
EPRT,0.783,0.444,0.348,0.23,0.55
GALT,0.45,0.77,0.347,0.79,0.2
TIC,0.719,0.483,0.347,0.54,0.32
CHRS,0.419,0.828,0.347,0.81,0.27
TLS,0.472,0.736,0.347,0.6,0.13
SLS,0.501,0.692,0.347,0.92,0.54
THFF,0.426,0.813,0.346,0.32,0.69
ESLA,0.397,0.871,0.346,1.99,1.0
SMMT,0.771,0.449,0.346,0.65,0.08
AGO,0.659,0.525,0.346,0.21,0.57
PBYI,0.432,0.798,0.345,0.57,0.21
PCH,0.759,0.454,0.345,0.31,0.8
DAY,0.879,0.393,0.345,0.04,0.02
DUOT,0.409,0.843,0.345,0.79,0.28
FISI,0.453,0.761,0.345,0.3,0.42
PII,0.729,0.473,0.345,0.52,0.64
RCKY,0.463,0.744,0.344,0.53,0.68
KKR,0.945,0.364,0.344,0.34,0.57
AEO,0.791,0.435,0.344,0.46,0.36
APAD,0.346,0.995,0.344,0.01,0.08
ARHS,0.602,0.571,0.344,0.44,0.02
YSG,0.435,0.79,0.344,0.7,0.31
OPTT,0.446,0.772,0.344,0.78,0.18
LMT,0.952,0.36,0.343,0.2,0.31
ORKA,0.647,0.53,0.343,0.82,0.26
MCFT,0.543,0.631,0.343,0.46,0.8
GHRS,0.461,0.744,0.343,0.8,0.22
CSWC,0.65,0.527,0.343,0.23,0.76
GLUE,0.535,0.642,0.343,0.88,0.52
AXL,0.6,0.572,0.343,0.45,0.42
IMMX,0.41,0.835,0.342,1.2,0.83
GRFS,0.653,0.524,0.342,0.37,0.48
MNSO,0.56,0.611,0.342,0.28,0.22
YUMC,0.787,0.435,0.342,0.26,0.58
SBR,0.382,0.895,0.342,0.31,0.91
INFA,0.703,0.485,0.341,0.02,0.0
IMKTA,0.534,0.639,0.341,0.32,0.72
ARDX,0.68,0.502,0.341,0.61,0.46
QLYS,0.768,0.444,0.341,0.28,0.5
DOX,0.799,0.425,0.34,0.2,0.44
PHM,0.877,0.388,0.34,0.33,0.62
AII,0.345,0.986,0.34,0.4,0.08
LIDR,0.496,0.685,0.34,0.99,0.12
CYRX,0.591,0.575,0.34,0.76,0.39
RRBI,0.438,0.777,0.34,0.36,0.93
WRN,0.396,0.859,0.34,0.62,0.76
WMG,0.748,0.455,0.34,0.3,0.71
CNXC,0.698,0.487,0.34,0.43,0.27
STEM,0.483,0.703,0.34,1.35,0.43
UTSL,0.455,0.744,0.339,0.41,0.25
BX,0.975,0.348,0.339,0.33,0.67
IX,0.452,0.749,0.339,0.12,0.42
MGM,0.899,0.377,0.339,0.35,0.67
ALDF,0.343,0.989,0.339,0.01,0.0
VIA,0.507,0.669,0.339,0.51,0.21
LRN,0.919,0.369,0.339,0.59,0.99
QMCO,0.513,0.66,0.339,0.91,0.22
LIN,0.988,0.342,0.338,0.2,0.85
AKBA,0.583,0.58,0.338,0.74,0.76
DRVN,0.683,0.495,0.338,0.41,0.82
MMS,0.74,0.457,0.338,0.28,0.54
CURB,0.624,0.541,0.338,0.31,0.74
MTCH,0.919,0.367,0.337,0.26,0.09
NVST,0.73,0.462,0.337,0.38,0.56
VRDN,0.686,0.491,0.337,0.54,0.06
HIBL,0.497,0.678,0.337,0.51,0.52
RAMP,0.57,0.591,0.337,0.3,0.23
FULT,0.688,0.49,0.337,0.29,0.44
MCHP,0.948,0.356,0.337,0.39,0.42
BRC,0.552,0.611,0.337,0.24,0.4
EYPT,0.608,0.553,0.336,0.76,0.26
PFBC,0.5,0.671,0.336,0.27,0.49
SOLV,0.796,0.422,0.336,0.22,0.02
MTRX,0.438,0.768,0.336,0.4,0.3
XPRO,0.597,0.563,0.336,0.48,0.29
COLL,0.56,0.599,0.335,0.35,0.31
CRAI,0.635,0.528,0.335,0.39,0.69
STEW,0.386,0.869,0.335,0.11,0.3
WSBC,0.661,0.507,0.335,0.31,0.65
TDOC,0.793,0.422,0.335,0.81,0.88
CHAU,0.496,0.676,0.335,0.13,0.41
PRU,0.886,0.377,0.334,0.2,0.3
RXRX,0.9,0.371,0.334,0.92,0.42
JCAP,0.463,0.721,0.334,0.42,0.29
UVV,0.558,0.598,0.334,0.21,0.16
