Ticker,$VolumePctl,SharpePctl,$VolxSharpe,Parkinson,ParkinsonPctl
GSHD,0.627,0.176,0.11,0.51,0.78
ENTO,0.151,0.73,0.11,1.36,0.26
COSO,0.189,0.582,0.11,0.35,0.58
MEI,0.323,0.342,0.11,0.43,0.09
UDMY,0.59,0.186,0.11,0.51,0.68
CHDN,0.76,0.145,0.11,0.35,0.86
BHB,0.267,0.409,0.109,0.31,0.28
CXH,0.166,0.654,0.109,0.06,0.09
JVA,0.168,0.647,0.109,0.63,0.19
FG,0.476,0.229,0.109,0.25,0.07
PRFX,0.171,0.638,0.109,0.76,0.28
POOL,0.902,0.121,0.109,0.31,0.63
AQMS,0.438,0.248,0.109,2.66,0.94
LARK,0.128,0.852,0.109,0.2,0.15
ATON,0.215,0.508,0.109,1.09,0.14
NAUT,0.377,0.29,0.109,1.84,1.0
MSIF,0.507,0.215,0.109,0.35,0.8
ONBPO,0.14,0.777,0.109,0.07,0.32
SEGG,0.199,0.541,0.108,1.42,0.51
NRC,0.405,0.266,0.108,0.6,0.83
DFLI,0.547,0.198,0.108,1.71,0.76
NBY,0.143,0.758,0.108,1.14,0.72
SOPA,0.159,0.681,0.108,1.4,0.72
RMMZ,0.179,0.601,0.108,0.13,0.45
FINW,0.165,0.65,0.107,0.47,0.6
GDRX,0.579,0.184,0.107,0.63,0.68
PEBK,0.155,0.689,0.107,0.35,0.74
PBFS,0.128,0.838,0.107,0.19,0.02
AIFF,0.31,0.345,0.107,0.71,0.3
PSHG,0.195,0.55,0.107,0.5,0.22
RAIL,0.35,0.307,0.107,0.58,0.16
SOTK,0.178,0.595,0.106,0.88,0.93
REAX,0.543,0.195,0.106,0.58,0.64
TPOR,0.278,0.381,0.106,0.48,0.59
CBFV,0.141,0.749,0.106,0.21,0.27
ATHE,0.117,0.905,0.106,0.66,0.24
ERIE,0.755,0.141,0.106,0.4,0.93
SPRY,0.617,0.171,0.106,0.63,0.22
SNT,0.11,0.967,0.106,0.66,0.52
DMA,0.146,0.724,0.106,0.11,0.07
WXM,0.426,0.25,0.106,0.89,0.08
TRVG,0.136,0.775,0.105,0.37,0.11
AVR,0.273,0.384,0.105,1.2,0.68
NCTY,0.207,0.507,0.105,0.85,0.4
MMD,0.316,0.333,0.105,0.1,0.06
CING,0.201,0.523,0.105,0.72,0.08
UXIN,0.328,0.319,0.105,1.08,0.62
MLAB,0.521,0.202,0.105,0.6,0.6
SLP,0.491,0.214,0.105,0.56,0.62
BDCI,0.495,0.212,0.105,0.03,0.07
SITC,0.506,0.207,0.105,0.26,0.34
AAME,0.122,0.862,0.105,0.72,0.53
STRD,0.547,0.191,0.104,0.2,0.5
SNES,0.177,0.59,0.104,0.82,0.21
STGW,0.488,0.213,0.104,0.45,0.46
AMWD,0.638,0.163,0.104,0.37,0.38
BIOA,0.439,0.237,0.104,0.7,0.58
SLGN,0.704,0.148,0.104,0.31,0.92
CPIX,0.138,0.752,0.104,0.8,0.18
CREV,0.177,0.586,0.104,1.55,0.56
LBRX,0.395,0.263,0.104,0.83,0.03
JANX,0.685,0.152,0.104,0.75,0.68
TGT,0.95,0.109,0.104,0.26,0.15
UFPI,0.705,0.146,0.103,0.28,0.38
QIPT,0.234,0.442,0.103,0.58,0.41
LBRDP,0.127,0.808,0.103,0.08,0.11
XOMAO,0.114,0.903,0.103,0.06,0.79
MCBS,0.309,0.334,0.103,0.26,0.28
ACRE,0.365,0.283,0.103,0.32,0.16
BLDR,0.877,0.117,0.103,0.48,0.88
RBB,0.331,0.31,0.103,0.42,0.74
AXTA,0.82,0.126,0.103,0.32,0.82
TENB,0.701,0.145,0.102,0.31,0.4
VTVT,0.13,0.786,0.102,0.77,0.78
PMTS,0.508,0.2,0.102,0.77,0.88
BFIN,0.238,0.428,0.102,0.24,0.16
NPWR,0.516,0.198,0.102,1.28,0.78
HLP,0.176,0.58,0.102,1.0,0.52
NAZ,0.136,0.753,0.102,0.12,0.2
JL,0.12,0.851,0.102,1.2,0.57
SLG,0.803,0.127,0.102,0.35,0.57
WERN,0.683,0.149,0.102,0.47,0.94
AEYE,0.39,0.261,0.102,0.7,0.42
NIXX,0.413,0.245,0.101,1.0,0.35
PNBK,0.237,0.427,0.101,0.95,0.25
SEV,0.296,0.34,0.101,2.43,0.07
EMN,0.921,0.11,0.101,0.36,0.88
SQFT,0.225,0.447,0.101,0.76,0.36
FCAP,0.132,0.767,0.101,0.29,0.44
ORIS,0.684,0.147,0.101,1.78,0.7
NWFL,0.254,0.398,0.101,0.36,0.75
YTRA,0.173,0.581,0.101,0.65,0.6
MCN,0.235,0.429,0.101,0.13,0.57
LANDP,0.227,0.446,0.101,0.11,0.1
EIC,0.377,0.269,0.101,0.21,0.75
NTHI,0.225,0.45,0.101,1.01,0.03
ZEO,0.184,0.547,0.101,1.26,0.56
EGBN,0.589,0.17,0.1,0.5,0.91
WHG,0.139,0.722,0.1,0.21,0.03
VABK,0.194,0.516,0.1,0.32,0.68
BACC,0.1,0.995,0.1,0.01,0.32
ROMA,0.116,0.865,0.1,0.89,0.08
GLTO,0.206,0.484,0.1,1.22,0.78
FWRD,0.6,0.166,0.1,0.69,0.61
CRI,0.648,0.155,0.1,0.62,0.9
DXC,0.697,0.144,0.1,0.42,0.69
KCHV,0.108,0.93,0.1,0.01,0.37
VTEX,0.539,0.185,0.1,0.41,0.41
TIL,0.306,0.327,0.1,0.88,0.03
CVLG,0.381,0.26,0.099,0.38,0.82
NHPAP,0.114,0.872,0.099,0.19,0.12
SEVN,0.353,0.281,0.099,0.31,0.54
RYOJ,0.135,0.736,0.099,2.33,0.76
AMC,0.744,0.133,0.099,0.49,0.35
TPET,0.349,0.283,0.099,0.91,0.42
INSE,0.358,0.277,0.099,0.51,0.6
LSTR,0.801,0.124,0.099,0.42,0.93
IBG,0.209,0.472,0.099,1.48,0.44
GUTS,0.401,0.247,0.099,0.81,0.1
ARTL,0.588,0.167,0.098,1.31,0.86
ARTNA,0.254,0.386,0.098,0.23,0.18
TNDM,0.712,0.137,0.098,0.61,0.5
MSN,0.191,0.515,0.098,1.42,0.92
MRNA,0.923,0.106,0.098,0.67,0.52
RGS,0.146,0.674,0.098,0.32,0.0
CARS,0.534,0.183,0.098,0.45,0.64
SNSE,0.215,0.455,0.098,1.4,0.81
AMRK,0.539,0.181,0.098,0.44,0.48
MBINM,0.159,0.619,0.098,0.06,0.05
NKTX,0.386,0.253,0.098,0.78,0.52
CMDB,0.222,0.44,0.098,0.4,0.02
MOGO,0.146,0.674,0.098,0.52,0.02
EGY,0.4,0.242,0.097,0.33,0.04
NFE,0.843,0.115,0.097,1.38,0.64
NEON,0.357,0.272,0.097,0.6,0.03
VNRX,0.26,0.372,0.097,0.97,0.48
GTE,0.503,0.192,0.097,0.76,0.96
OZKAP,0.194,0.498,0.097,0.15,0.21
BRO,0.937,0.104,0.097,0.26,0.85
TVRD,0.289,0.334,0.097,0.94,0.42
CHMG,0.154,0.631,0.097,0.2,0.26
EIG,0.601,0.162,0.097,0.31,0.95
NRXS,0.192,0.503,0.097,0.9,0.38
NTRP,0.119,0.819,0.097,1.19,0.29
VYGR,0.406,0.238,0.097,0.72,0.51
ANGI,0.67,0.144,0.096,0.42,0.14
SNDA,0.192,0.501,0.096,0.39,0.44
CHGG,0.356,0.27,0.096,1.26,0.81
PRG,0.584,0.165,0.096,0.42,0.78
XPOF,0.407,0.237,0.096,0.59,0.32
FACT,0.097,0.985,0.096,0.01,0.75
OKE,0.921,0.104,0.096,0.28,0.59
CWAN,0.785,0.122,0.096,0.35,0.45
INTS,0.515,0.186,0.096,2.39,0.99
OSTX,0.252,0.381,0.096,0.65,0.02
GV,0.167,0.574,0.096,0.91,0.1
PCQ,0.28,0.342,0.096,0.09,0.08
CODX,0.375,0.255,0.096,2.13,0.98
WD,0.551,0.175,0.096,0.33,0.7
BZAI,0.507,0.189,0.096,1.08,0.25
LNTH,0.777,0.124,0.096,0.38,0.2
SBI,0.13,0.733,0.095,0.1,0.69
IPAR,0.658,0.145,0.095,0.33,0.46
YSXT,0.307,0.31,0.095,1.54,0.28
ADVM,0.394,0.241,0.095,0.78,0.24
BLMN,0.64,0.149,0.095,0.5,0.15
PMVP,0.261,0.365,0.095,0.77,0.53
ATYR,0.407,0.234,0.095,0.87,0.34
EPSN,0.262,0.357,0.094,0.35,0.04
DHX,0.161,0.581,0.094,0.56,0.01
FND,0.93,0.101,0.094,0.49,0.8
CTOR,0.155,0.607,0.094,0.88,0.04
KSPI,0.722,0.129,0.093,0.29,0.01
NAIL,0.752,0.124,0.093,0.72,0.39
CMU,0.136,0.687,0.093,0.09,0.29
INVE,0.165,0.565,0.093,0.55,0.34
LYEL,0.289,0.323,0.093,0.77,0.13
MGRX,0.236,0.396,0.093,1.23,0.49
MTX,0.578,0.161,0.093,0.35,0.82
NSPR,0.22,0.421,0.093,0.65,0.3
NXC,0.155,0.601,0.093,0.07,0.12
SRTS,0.464,0.201,0.093,0.79,0.9
ICCM,0.2,0.459,0.092,0.61,0.07
COO,0.844,0.109,0.092,0.28,0.5
TOON,0.174,0.526,0.092,0.73,0.38
BRY,0.388,0.237,0.092,0.37,0.03
GXAI,0.172,0.535,0.092,0.94,0.35
MURA,0.252,0.366,0.092,0.07,0.01
GREE,0.247,0.374,0.092,1.14,0.52
PCTY,0.854,0.108,0.092,0.28,0.37
VALN,0.12,0.764,0.092,0.33,0.02
UMH,0.566,0.162,0.092,0.25,0.66
SWBI,0.491,0.188,0.092,0.29,0.29
FCBC,0.364,0.252,0.092,0.31,0.36
PCAP,0.336,0.275,0.092,0.05,0.01
JLHL,0.198,0.459,0.091,1.16,0.62
RKDA,0.185,0.492,0.091,0.99,0.64
PINE,0.345,0.264,0.091,0.27,0.86
TRNS,0.618,0.148,0.091,0.76,1.0
NPV,0.278,0.327,0.091,0.1,0.6
PCVX,0.801,0.114,0.091,0.56,0.65
CSPI,0.184,0.494,0.091,0.58,0.08
BGM,0.149,0.609,0.091,0.62,0.08
BRT,0.213,0.429,0.091,0.27,0.06
TONX,0.487,0.187,0.091,1.29,0.77
WY,0.816,0.111,0.091,0.26,0.6
DSGR,0.409,0.223,0.091,0.48,0.82
SIF,0.102,0.888,0.091,0.59,0.51
DNLI,0.613,0.148,0.091,0.6,0.42
LCNB,0.185,0.493,0.091,0.32,0.62
PGC,0.409,0.219,0.09,0.34,0.38
LZMH,0.234,0.385,0.09,0.42,0.07
CAPR,0.578,0.156,0.09,0.74,0.13
AVNT,0.673,0.133,0.09,0.29,0.23
EVGO,0.593,0.151,0.09,0.64,0.09
PTLE,0.879,0.102,0.09,1.81,0.66
ARKO,0.345,0.261,0.09,0.41,0.1
STKE,0.343,0.262,0.09,0.94,0.01
AMTD,0.213,0.423,0.09,1.11,1.0
HBANP,0.255,0.353,0.09,0.12,0.08
BIRD,0.251,0.358,0.09,0.95,0.72
SMG,0.765,0.118,0.09,0.3,0.16
HUSA,0.358,0.249,0.089,0.89,0.41
WATT,0.246,0.361,0.089,1.17,0.44
GSIW,0.367,0.243,0.089,1.44,0.56
QLGN,0.344,0.259,0.089,1.59,0.88
NOTV,0.259,0.344,0.089,0.92,0.12
ARVN,0.658,0.135,0.089,0.53,0.01
ECBK,0.135,0.661,0.089,0.26,0.56
INO,0.494,0.181,0.089,0.74,0.35
CDLX,0.406,0.218,0.089,0.98,0.32
ZDGE,0.191,0.466,0.089,1.01,0.86
SNBR,0.532,0.168,0.089,0.92,0.45
FTAIN,0.117,0.763,0.089,0.04,0.06
CHMI,0.248,0.359,0.089,0.33,0.4
FMAO,0.253,0.35,0.089,0.43,0.57
LPBB,0.089,0.988,0.088,0.01,0.12
KLTR,0.16,0.552,0.088,0.65,0.3
DIBS,0.242,0.362,0.088,0.72,0.72
EEX,0.186,0.471,0.088,0.63,0.99
ARAY,0.305,0.288,0.088,0.63,0.47
CRVL,0.612,0.144,0.088,0.33,0.52
SINT,0.161,0.549,0.088,1.1,0.46
ACU,0.193,0.455,0.088,0.29,0.16
NVDD,0.657,0.134,0.088,0.32,0.41
SNTI,0.193,0.457,0.088,1.02,0.42
WTG,0.089,0.989,0.088,0.0,0.16
MBUU,0.538,0.164,0.088,0.57,0.93
KRMD,0.12,0.73,0.088,0.46,0.06
ANF,0.862,0.101,0.087,0.38,0.05
LANDO,0.199,0.439,0.087,0.12,0.14
RELL,0.312,0.279,0.087,0.5,0.82
NINE,0.314,0.278,0.087,1.35,0.7
DH,0.302,0.288,0.087,0.62,0.56
NCPL,0.148,0.591,0.087,0.86,0.38
CIF,0.113,0.772,0.087,0.17,0.76
PRQR,0.311,0.281,0.087,0.98,0.82
KTH,0.139,0.625,0.087,0.1,0.89
IBRX,0.671,0.13,0.087,0.6,0.09
NVNI,0.235,0.37,0.087,1.38,0.28
ACET,0.381,0.226,0.086,1.07,0.83
BOC,0.378,0.227,0.086,0.26,0.33
LEGT,0.094,0.912,0.086,0.07,1.0
WEYS,0.219,0.393,0.086,0.29,0.06
NXPL,0.241,0.357,0.086,1.31,0.7
HOWL,0.395,0.217,0.086,1.22,0.88
INBS,0.355,0.241,0.086,0.93,0.56
WAFDP,0.249,0.346,0.086,0.1,0.0
PODC,0.116,0.741,0.086,0.87,0.09
ALTO,0.344,0.25,0.086,0.65,0.22
VTSI,0.202,0.423,0.085,0.58,0.34
PSBD,0.332,0.256,0.085,0.33,0.62
BTBD,0.157,0.543,0.085,0.97,0.6
CZFS,0.199,0.428,0.085,0.33,0.17
FDSB,0.103,0.827,0.085,0.07,0.02
FATE,0.415,0.205,0.085,1.27,0.66
LAB,0.4,0.213,0.085,0.75,0.27
AVTR,0.827,0.103,0.085,0.55,0.94
POAI,0.219,0.387,0.085,1.35,0.72
CVKD,0.209,0.407,0.085,0.69,0.17
GBX,0.56,0.15,0.084,0.34,0.74
AUNA,0.268,0.315,0.084,0.42,0.52
IRWD,0.403,0.209,0.084,1.11,0.54
BV,0.501,0.168,0.084,0.28,0.1
ATNI,0.304,0.276,0.084,0.47,0.18
OBIO,0.299,0.28,0.084,0.95,0.52
MYNZ,0.116,0.72,0.084,0.83,0.13
HPP,0.621,0.135,0.084,0.58,0.3
INDO,0.262,0.321,0.084,0.51,0.08
GSUN,0.205,0.412,0.084,0.87,0.58
EWTX,0.627,0.133,0.083,0.69,0.52
ABTS,0.104,0.797,0.083,1.46,0.46
TTEC,0.299,0.278,0.083,0.61,0.38
CVV,0.128,0.651,0.083,0.85,0.77
BPRN,0.204,0.406,0.083,0.23,0.08
HNNA,0.157,0.529,0.083,0.45,0.16
ONEW,0.371,0.224,0.083,0.52,0.13
RXT,0.37,0.223,0.083,0.82,0.58
CCS,0.641,0.13,0.083,0.41,0.68
IPM,0.147,0.566,0.083,0.62,0.14
CDXS,0.401,0.208,0.083,0.69,0.21
MCW,0.585,0.142,0.083,0.47,0.9
CFBK,0.228,0.366,0.083,0.22,0.34
IONR,0.309,0.27,0.083,1.09,0.88
DTST,0.135,0.617,0.083,0.4,0.07
YANG,0.74,0.112,0.083,0.37,0.46
ULBI,0.274,0.302,0.083,0.52,0.44
BFRI,0.152,0.543,0.083,0.83,0.16
RBKB,0.133,0.625,0.083,0.37,0.84
OXLCN,0.091,0.909,0.083,0.03,0.15
BKYI,0.265,0.308,0.082,1.36,0.8
TRUE,0.353,0.232,0.082,0.53,0.15
MDV,0.209,0.392,0.082,0.22,0.04
LITS,0.343,0.238,0.082,1.04,0.8
MPX,0.197,0.418,0.082,0.37,0.48
AVBP,0.6,0.137,0.082,0.72,0.9
PRTS,0.301,0.273,0.082,0.6,0.07
GDEV,0.162,0.508,0.082,1.05,0.62
TWFG,0.364,0.225,0.082,0.41,0.04
IMUX,0.36,0.228,0.082,0.79,0.3
NYAX,0.095,0.866,0.082,0.24,0.25
NNOX,0.445,0.185,0.082,0.6,0.39
EVC,0.195,0.417,0.081,0.46,0.2
MSBI,0.477,0.169,0.081,0.46,0.94
CELZ,0.169,0.478,0.081,1.49,0.79
LULU,0.975,0.083,0.081,0.38,0.67
ASRV,0.111,0.729,0.081,0.58,0.78
DAIO,0.122,0.668,0.081,0.48,0.52
UAA,0.753,0.107,0.081,0.31,0.01
GRWG,0.29,0.28,0.081,0.65,0.16
GDYN,0.632,0.128,0.081,0.7,0.98
IMRN,0.188,0.433,0.081,0.84,0.65
IMMP,0.164,0.493,0.081,0.57,0.49
SAFE,0.442,0.18,0.08,0.33,0.34
FORA,0.142,0.564,0.08,0.66,0.58
DFH,0.547,0.147,0.08,0.49,0.24
KW,0.461,0.173,0.08,0.33,0.31
KZR,0.205,0.39,0.08,0.46,0.23
ATNM,0.241,0.332,0.08,0.64,0.17
IMOS,0.161,0.499,0.08,0.31,0.48
HURC,0.26,0.309,0.08,0.46,0.25
DECK,0.918,0.087,0.08,0.36,0.52
NABL,0.528,0.15,0.079,0.31,0.42
AFYA,0.375,0.21,0.079,0.34,0.59
DJT,0.831,0.095,0.079,0.39,0.13
ZDAI,0.346,0.228,0.079,0.91,0.13
PANL,0.283,0.279,0.079,0.33,0.09
RSSS,0.115,0.691,0.079,0.52,0.38
RMI,0.163,0.482,0.079,0.1,0.2
ABOS,0.275,0.286,0.079,1.06,0.82
ATLX,0.397,0.197,0.078,1.21,0.92
JMSB,0.217,0.359,0.078,0.3,0.3
KRNT,0.561,0.139,0.078,0.57,0.68
CLVT,0.631,0.124,0.078,0.56,0.7
TPST,0.242,0.322,0.078,0.66,0.18
COLM,0.782,0.1,0.078,0.42,0.88
GNTA,0.29,0.268,0.078,1.57,0.98
XRAY,0.685,0.114,0.078,0.32,0.05
LZM,0.406,0.193,0.078,0.75,0.79
MLKN,0.513,0.153,0.078,0.35,0.48
BZFD,0.334,0.235,0.078,0.5,0.01
BSLK,0.21,0.37,0.078,0.99,0.01
HRL,0.781,0.1,0.078,0.25,0.83
UPLD,0.18,0.435,0.078,0.69,0.08
SLXN,0.164,0.474,0.078,0.65,0.03
HYPD,0.403,0.192,0.077,1.39,0.26
EDUC,0.295,0.26,0.077,1.08,0.91
XFOR,0.433,0.178,0.077,0.89,0.02
OVLY,0.161,0.481,0.077,0.27,0.38
SPRC,0.187,0.413,0.077,1.06,0.34
JFU,0.085,0.9,0.077,1.06,0.7
HURA,0.292,0.263,0.077,0.62,0.01
MATX,0.654,0.118,0.077,0.32,0.55
SSBI,0.084,0.909,0.076,0.17,0.12
ALMS,0.46,0.165,0.076,0.64,0.06
PRAA,0.601,0.127,0.076,0.58,0.85
XPER,0.437,0.173,0.076,0.38,0.4
FGL,0.747,0.102,0.076,2.46,0.82
GAIA,0.224,0.338,0.076,0.74,0.73
QVCGA,0.338,0.226,0.076,1.15,0.38
ANY,0.258,0.294,0.076,1.22,0.74
HEPS,0.411,0.184,0.076,0.38,0.09
CHTR,0.945,0.08,0.076,0.45,0.92
GLRE,0.422,0.18,0.076,0.26,0.41
CRTO,0.582,0.131,0.076,0.45,0.7
KREF,0.51,0.147,0.075,0.31,0.76
MYGN,0.633,0.118,0.075,0.73,0.8
SOXS,0.985,0.076,0.075,0.73,0.49
NXRT,0.449,0.168,0.075,0.28,0.48
ASTI,0.23,0.324,0.075,0.86,0.1
SEMR,0.616,0.121,0.075,0.39,0.19
RGR,0.487,0.154,0.075,0.33,0.85
CZR,0.909,0.082,0.075,0.59,0.92
SXC,0.646,0.116,0.075,0.5,0.98
NRDY,0.137,0.549,0.075,0.59,0.3
NSP,0.842,0.089,0.075,0.61,1.0
RELI,0.275,0.274,0.075,1.25,0.64
ARTW,0.112,0.667,0.075,0.9,0.6
IBTA,0.51,0.146,0.074,0.45,0.24
PMEC,0.096,0.771,0.074,1.01,0.48
TRAK,0.317,0.234,0.074,0.41,0.36
MBBC,0.08,0.928,0.074,0.18,0.83
REI,0.388,0.19,0.074,0.54,0.25
EB,0.339,0.219,0.074,0.46,0.13
ANPA,0.074,0.994,0.074,0.64,0.07
ZOOZ,0.444,0.166,0.074,1.65,0.84
MMI,0.425,0.174,0.074,0.32,0.57
IVA,0.102,0.723,0.074,1.38,0.98
EONR,0.32,0.231,0.074,1.42,0.72
GRCE,0.141,0.525,0.074,0.4,0.06
SOHOB,0.149,0.496,0.074,0.34,0.84
TFIN,0.549,0.134,0.074,0.5,0.75
WSC,0.761,0.097,0.074,0.4,0.49
TG,0.3,0.247,0.074,0.43,0.62
KFRC,0.703,0.105,0.074,0.53,1.0
LOVE,0.571,0.127,0.073,0.44,0.06
GDEN,0.465,0.156,0.073,0.33,0.36
FGI,0.138,0.526,0.073,1.13,0.52
CNMD,0.612,0.119,0.073,0.39,0.27
CLW,0.421,0.174,0.073,0.5,0.68
BWIN,0.691,0.105,0.073,0.52,0.66
BOTJ,0.089,0.817,0.073,0.33,0.55
SLNHP,0.15,0.489,0.073,1.4,0.79
SND,0.132,0.554,0.073,0.43,0.18
IRBT,0.474,0.155,0.073,1.52,0.93
INSP,0.93,0.078,0.073,0.54,0.63
HTLD,0.475,0.153,0.073,0.4,0.7
OTF,0.462,0.157,0.073,0.3,0.48
CLPR,0.244,0.3,0.073,0.55,0.46
MRT,0.112,0.645,0.072,0.75,0.54
SER,0.218,0.331,0.072,0.67,0.24
SAM,0.71,0.102,0.072,0.39,0.85
OXM,0.564,0.128,0.072,0.45,0.35
BOXL,0.178,0.405,0.072,1.0,0.3
SAMG,0.236,0.307,0.072,0.3,0.62
SURG,0.103,0.695,0.072,0.68,0.19
MLGO,0.405,0.177,0.072,0.78,0.04
SNGX,0.331,0.219,0.072,0.85,0.56
XBP,0.19,0.372,0.071,1.42,0.69
TECS,0.824,0.086,0.071,0.48,0.48
SMTK,0.178,0.4,0.071,1.69,0.68
XPL,0.145,0.492,0.071,0.79,0.88
AMSF,0.498,0.143,0.071,0.27,0.77
EXPO,0.706,0.1,0.071,0.33,0.81
AGL,0.551,0.129,0.071,0.99,0.5
BDN,0.552,0.129,0.071,0.37,0.65
YQ,0.081,0.881,0.071,0.9,0.48
VSA,0.1,0.707,0.071,1.56,0.55
PPBT,0.349,0.204,0.071,1.3,0.79
PACS,0.532,0.131,0.07,0.56,0.52
TBH,0.361,0.195,0.07,1.53,0.36
RSVR,0.21,0.334,0.07,0.34,0.2
TFX,0.758,0.092,0.07,0.3,0.58
ITGR,0.826,0.085,0.07,0.55,0.98
CSW,0.718,0.097,0.07,0.41,0.87
TACT,0.133,0.528,0.07,0.57,0.65
AQB,0.144,0.487,0.07,1.09,0.44
SOC,0.806,0.087,0.07,1.56,1.0
NXL,0.255,0.27,0.069,1.06,0.3
OMSE,0.231,0.299,0.069,1.31,0.75
SMXT,0.134,0.517,0.069,0.81,0.32
GROV,0.143,0.485,0.069,0.77,0.62
GMRE,0.513,0.134,0.069,0.27,0.26
CMCO,0.496,0.139,0.069,0.61,0.83
ESRT,0.626,0.111,0.069,0.38,0.9
CLIR,0.142,0.488,0.069,1.24,0.71
CMCSA,0.986,0.07,0.069,0.32,0.92
LVO,0.183,0.376,0.069,0.96,0.19
XBIO,0.167,0.414,0.069,1.19,0.84
WILC,0.071,0.966,0.069,0.23,0.03
KVAC,0.073,0.947,0.069,0.06,1.0
BNAI,0.206,0.336,0.069,1.47,0.5
MBRX,0.365,0.19,0.069,1.29,0.58
ABL,0.446,0.155,0.069,0.66,0.74
EPOW,0.109,0.62,0.068,1.1,0.8
CELU,0.125,0.546,0.068,0.78,0.02
FUFU,0.226,0.3,0.068,0.67,0.04
NMTC,0.16,0.424,0.068,0.8,0.08
WAVE,0.152,0.447,0.068,0.74,0.14
SPRU,0.121,0.561,0.068,0.91,0.53
TRAW,0.245,0.277,0.068,1.18,0.5
GRNQ,0.094,0.722,0.068,0.81,0.28
OLN,0.762,0.089,0.068,0.54,0.82
SRDX,0.436,0.156,0.068,0.32,0.41
LMFA,0.336,0.203,0.068,1.14,0.45
IMNN,0.313,0.216,0.068,0.73,0.2
CBAT,0.194,0.348,0.068,0.74,0.55
DLPN,0.092,0.727,0.067,0.93,0.71
TECTP,0.073,0.913,0.067,0.07,0.46
FSBW,0.196,0.344,0.067,0.25,0.11
SWAG,0.083,0.812,0.067,0.57,0.11
ACCO,0.441,0.152,0.067,0.4,0.67
PDCC,0.156,0.43,0.067,0.1,0.31
CDRO,0.234,0.287,0.067,0.76,0.77
JXG,0.224,0.297,0.067,1.32,0.62
USIO,0.116,0.575,0.067,0.41,0.01
PAYO,0.636,0.106,0.067,0.33,0.12
PUBM,0.486,0.138,0.067,0.44,0.26
PRGS,0.674,0.099,0.067,0.37,0.86
SAIC,0.739,0.09,0.067,0.32,0.5
ACHC,0.686,0.097,0.067,0.46,0.33
IPWR,0.231,0.284,0.066,0.91,0.55
AKTX,0.475,0.14,0.066,1.01,0.38
KG,0.187,0.351,0.066,0.73,0.3
LBRDK,0.755,0.088,0.066,0.44,0.91
SM,0.841,0.078,0.066,0.48,0.49
FNWB,0.152,0.432,0.066,0.38,0.58
HBB,0.241,0.274,0.066,0.47,0.06
AAT,0.545,0.121,0.066,0.22,0.12
MTEN,0.21,0.314,0.066,2.35,0.97
TSLS,0.901,0.073,0.066,0.46,0.24
CARV,0.084,0.789,0.066,0.78,0.62
NXTT,0.308,0.215,0.066,1.08,0.04
ARBB,0.164,0.4,0.066,1.37,0.64
BEEP,0.117,0.564,0.066,0.66,0.2
PROV,0.108,0.606,0.065,0.16,0.1
FORTY,0.072,0.909,0.065,0.06,0.28
FVCB,0.147,0.442,0.065,0.42,0.64
GIB,0.711,0.091,0.065,0.19,0.41
NECB,0.318,0.205,0.065,0.34,0.38
ETOR,0.695,0.093,0.065,0.49,0.15
KPTI,0.346,0.189,0.065,0.91,0.24
LPAA,0.067,0.966,0.065,0.02,0.66
CNTB,0.1,0.646,0.065,1.02,0.36
HUMA,0.516,0.126,0.065,0.75,0.06
AOUT,0.229,0.282,0.065,0.57,0.55
ADAMN,0.105,0.621,0.065,0.13,0.44
CLYM,0.329,0.199,0.065,1.01,0.68
IKT,0.227,0.288,0.065,0.95,0.42
CRT,0.225,0.285,0.064,0.32,0.44
NEXA,0.288,0.221,0.064,0.59,0.76
AYTU,0.109,0.583,0.064,0.69,0.23
LANV,0.103,0.621,0.064,0.51,0.02
HFFG,0.223,0.282,0.063,0.81,0.79
SORA,0.146,0.434,0.063,1.18,0.25
ONTF,0.192,0.326,0.063,0.37,0.55
FBIN,0.828,0.076,0.063,0.39,0.84
IMG,0.311,0.203,0.063,1.3,0.47
GPUS,0.658,0.095,0.063,1.75,0.75
ITP,0.123,0.512,0.063,1.03,0.25
STRW,0.137,0.463,0.063,0.42,0.11
ASPC,0.064,0.991,0.063,0.23,1.0
MCS,0.466,0.136,0.063,0.45,0.95
WKSP,0.339,0.187,0.063,0.87,0.01
WEST,0.354,0.178,0.063,0.66,0.64
RCT,0.276,0.23,0.063,1.36,0.22
DOW,0.906,0.069,0.063,0.37,0.52
BGS,0.567,0.11,0.062,0.4,0.12
BRLS,0.208,0.296,0.062,1.17,0.83
SNCR,0.334,0.187,0.062,0.72,0.46
DWSN,0.104,0.592,0.062,0.93,0.66
WIMI,0.264,0.233,0.062,0.74,0.1
LUD,0.085,0.727,0.062,1.08,0.36
VMD,0.344,0.179,0.062,0.32,0.15
NRSN,0.145,0.429,0.062,0.79,0.14
SKYH,0.166,0.374,0.062,0.35,0.1
MSS,0.195,0.317,0.062,1.1,0.64
CVGI,0.231,0.264,0.061,0.85,0.6
ARTV,0.314,0.194,0.061,1.38,0.79
ACCS,0.151,0.402,0.061,0.39,0.12
CMG,0.983,0.062,0.061,0.35,0.85
NCMI,0.478,0.128,0.061,0.54,0.79
EVF,0.181,0.337,0.061,0.09,0.42
ICMB,0.097,0.628,0.061,0.32,0.32
ZENV,0.106,0.577,0.061,0.6,0.04
MMA,0.174,0.351,0.061,0.95,0.04
